classname,day,time,building,room
Student Research Seminar,We,12:00 PM-01:20 PM,LANGY,0A224
Morality And Medicine,We,06:00 PM-08:30 PM,LANGY,A214
Media And Politics,Th,06:00 PM-08:35 PM,LANGY,A214
Analytc Geometry & Calculus 3,MoWeFr,01:00 PM-01:50 PM,LAWRN,104
Applied Regression,TuTh,01:00 PM-02:15 PM,LAWRN,104
Appld Regressn Writ Componen,TuTh,01:00 PM-02:15 PM,LAWRN,104
Applied Regression,TuTh,01:00 PM-02:15 PM,LAWRN,104
United States In The 1960'S,TuTh,02:30 PM-03:45 PM,LAWRN,104
Analytc Geometry & Calculus 1,MoWeFr,03:00 PM-03:50 PM,LAWRN,104
Discrete Structures For Cs,MoWe,04:30 PM-05:45 PM,LAWRN,104
American Revolution 1763-1791,Tu,06:00 PM-08:25 PM,LAWRN,104
Business Calculus,MoWeFr,10:00 AM-10:50 AM,LAWRN,104
World War Ii-Europe,TuTh,10:00 AM-10:50 AM,LAWRN,104
Analytc Geometry & Calculus 3,MoWeFr,11:00 AM-11:50 AM,LAWRN,104
Data Structures,TuTh,11:00 AM-12:15 PM,LAWRN,104
Data Structures,TuTh,11:00 AM-12:15 PM,LAWRN,104
Analytc Geometry & Calculus 3,MoWeFr,12:00 PM-12:50 PM,LAWRN,104
The Gothic Imagination,TuTh,4:00 PM-5:15 PM,LAWRN,104
Intermediate Microeconomics,TuTh,01:00 PM-02:15 PM,LAWRN,105
Financial Accounting,TuTh,02:30 PM-03:45 PM,LAWRN,105
Afro-American History 2,MoWe,03:00 PM-04:15 PM,LAWRN,105
Afro-American History 2,MoWe,03:00 PM-04:15 PM,LAWRN,105
Special Topics In Cultrl Anth,TuTh,04:00 PM-05:15 PM,LAWRN,105
Public Transportation Systems,Tu,05:30 PM-08:00 PM,LAWRN,105
Public Transportation Systems,Tu,05:30 PM-08:00 PM,LAWRN,105
Intro To Admin Of Justice,Mo,06:00 PM-08:30 PM,LAWRN,105
Basic Applied Statistics,We,06:00 PM-08:30 PM,LAWRN,105
Research Methods,TuTh,09:30 AM-10:45 AM,LAWRN,105
Women & Men In Ancnt Medi,MoWeFr,10:00 AM-10:50 AM,LAWRN,105
Women & Men In Ancnt Medi,MoWeFr,10:00 AM-10:50 AM,LAWRN,105
Research Methods,TuTh,11:00 AM-12:15 PM,LAWRN,105
American Politics,TuTh,01:00 PM-02:15 PM,LAWRN,106
Late Imperial China,TuTh,02:30 PM-03:45 PM,LAWRN,106
Special Topics In Cultrl Anth,MoWe,03:00 PM-04:15 PM,LAWRN,106
Forgn Policies - Changing Worl,Mo,06:00 PM-08:30 PM,LAWRN,106
Gis In The Public Service,Tu,06:00 PM-08:30 PM,LAWRN,106
World War I-Compartv Perspectv,We,06:00 PM-08:30 PM,LAWRN,106
History of Russian Film 2,Tu,06:00 PM-09:50 PM,LAWRN,106
"Intro To Inform, Sys & Society",TuTh,11:00 AM-12:15 PM,LAWRN,106
Analytc Geometry & Calculus 1,MoWeFr,01:00 PM-01:50 PM,LAWRN,107
Intro To Systems Software,TuTh,01:00 PM-02:15 PM,LAWRN,107
Intro To Systems Software,TuTh,01:00 PM-02:15 PM,LAWRN,107
Basic Applied Statistics,TuTh,02:30 PM-03:45 PM,LAWRN,107
Applied Statistical Methods,MoWeFr,03:00 PM-03:50 PM,LAWRN,107
Soc Of Globalization & Health,MoWe,04:00 PM-05:15 PM,LAWRN,107
Business Calculus,MoWeFr,05:00 PM-05:50 PM,LAWRN,107
Basic Applied Statistics,Tu,07:00 PM-09:30 PM,LAWRN,107
Applied Statistical Methods,TuTh,09:30 AM-10:45 AM,LAWRN,107
Basic Applied Statistics,MoWeFr,10:00 AM-10:50 AM,LAWRN,107
Basic Applied Statistics,MoWeFr,11:00 AM-11:50 AM,LAWRN,107
Applied Statistical Methods,TuTh,11:00 AM-12:15 PM,LAWRN,107
Basic Applied Statistics,MoWeFr,12:00 PM-12:50 PM,LAWRN,107
Introduction To Psychology,MoWeFr,01:00 PM-01:50 PM,LAWRN,120
Introduction To Archeology,TuTh,01:00 PM-01:50 PM,LAWRN,120
Introduction To Psychology,MoWeFr,02:00 PM-02:50 PM,LAWRN,120
Natural Disasters,TuTh,02:00 PM-02:50 PM,LAWRN,120
Comparative Politics,TuTh,03:00 PM-03:50 PM,LAWRN,120
Cognitive Psychology,MoWe,03:00 PM-04:15 PM,LAWRN,120
Intro Microeconomic Theory,MoWe,09:00 AM-09:50 AM,LAWRN,120
Intro Microeconomic Theory,MoWe,10:00 AM-10:50 AM,LAWRN,120
Departmental Seminar,Fr,11:00 AM-11:50 AM,LAWRN,120
Intro Macroeconomic Theory,MoWe,11:00 AM-11:50 AM,LAWRN,120
Russian Fairy Tales,MoWe,12:00 PM-12:50 PM,LAWRN,120
History Of Jazz,MoWe,02:00 PM-02:50 PM,LAWRN,121
History Of Jazz,MoWe,02:00 PM-02:50 PM,LAWRN,121
Introduction To Psychology,TuTh,09:30 AM-10:45 AM,LAWRN,121
Intro Macroeconomic Theory,TuTh,12:00 PM-12:50 PM,LAWRN,121
Formal Methods In Computer Sci,TuTh,01:00 PM-02:15 PM,LAWRN,203
Introduction To Legal Studies,Th,02:30 PM-04:55 PM,LAWRN,203
Roman History,MoWe,03:00 PM-04:15 PM,LAWRN,203
Roman History,MoWe,03:00 PM-04:15 PM,LAWRN,203
Reliability Theory 1,MoWe,04:30 PM-05:45 PM,LAWRN,203
Deviance And The Law,Th,06:00 PM-08:30 PM,LAWRN,203
Intro To Criminal Procedure,Tu,06:00 PM-08:30 PM,LAWRN,203
Intro To Criminal Procedure,Tu,06:00 PM-08:30 PM,LAWRN,203
Psychology And Law,We,06:00 PM-08:30 PM,LAWRN,203
Applied Gis,TuTh,09:30 AM-10:45 AM,LAWRN,203
Chinese And Western Poetry,TuTh,01:00 PM-02:15 PM,LAWRN,205
English Origins Of Amercn Law,TuTh,01:00 PM-02:15 PM,LAWRN,205
Intermediate Microeconomics,TuTh,02:30 PM-03:45 PM,LAWRN,205
Intermediate Macroeconomics,MoWe,03:00 PM-04:15 PM,LAWRN,205
Differential Equations,TuTh,04:00 PM-05:15 PM,LAWRN,205
Intermediate Macroeconomics,MoWe,04:30 PM-05:45 PM,LAWRN,205
Introduction To Cybercrime,Mo,06:00 PM-08:30 PM,LAWRN,205
Juvenile Delinquency,Tu,06:00 PM-08:30 PM,LAWRN,205
Quantitative Methods,Th,06:30 PM-09:00 PM,LAWRN,205
Operations Managemen,We,06:30 PM-09:00 PM,LAWRN,205
Intermediate Macroeconomics,TuTh,09:30 AM-10:45 AM,LAWRN,205
Analytc Geometry & Calculus 2,MoWeFr,10:00 AM-10:50 AM,LAWRN,205
Algorithm Implementation,TuTh,11:00 AM-12:15 PM,LAWRN,205
Algorithm Implementation,TuTh,11:00 AM-12:15 PM,LAWRN,205
Algorithm Implementation,TuTh,11:00 AM-12:15 PM,LAWRN,205
Managing Global Supply Chains,MoWe,12:30 PM-01:45 PM,LAWRN,205
Applied Statistical Methods 2,TuTh,01:00 PM-02:15 PM,LAWRN,207
Practicum Seminar And Lab 2,Mo,01:00 PM-03:50 PM,LAWRN,207
Topics Applied Stat 1,TuTh,02:30 PM-03:45 PM,LAWRN,207
Formal Methods In Computer Sci,TuTh,04:00 PM-05:15 PM,LAWRN,207
The Juvenile Justice Process,Mo,06:00 PM-08:30 PM,LAWRN,207
Crime Scene Investigation,Tu,06:00 PM-08:30 PM,LAWRN,207
Mgrl Ethics & Stakeholder Mg,Th,06:30 PM-09:00 PM,LAWRN,207
Introduction To Marketing,We,06:30 PM-09:00 PM,LAWRN,207
Differential Equations,MoWeFr,10:00 AM-10:50 AM,LAWRN,207
Differential Equations,MoWeFr,11:00 AM-11:50 AM,LAWRN,207
Intermediate Macroeconomics,TuTh,11:00 AM-12:15 PM,LAWRN,207
Mythology In The Ancient Worl,TuTh,02:30 PM-03:45 PM,LAWRN,209
Mythology In The Ancient Worl,TuTh,02:30 PM-03:45 PM,LAWRN,209
Introduction To Global Studies,TuTh,04:00 PM-05:15 PM,LAWRN,209
Probation And Parole,Tu,06:00 PM-08:30 PM,LAWRN,209
Sociology Of Gender,We,06:00 PM-08:30 PM,LAWRN,209
Appld Nonparametric Statistics,TuTh,09:30 AM-10:45 AM,LAWRN,209
Appld Nonparametric Statistics,TuTh,09:30 AM-10:45 AM,LAWRN,209
Introduction to Legal Research ,Sa,09:30 AM-12:30 PM,LAWRN,209
Law And Politics,Tu,12:00 PM-02:25 PM,LAWRN,209
Law And Politics,Tu,12:00 PM-02:25 PM,LAWRN,209
Law And Politics,Tu,12:00 PM-02:25 PM,LAWRN,209
Data Witchcraf,TuTh,01:00 PM-02:15 PM,LAWRN,231
Project Seminar,TuTh,02:30 PM-03:45 PM,LAWRN,231
Cross-Cultural Communication,MoWe,03:00 PM-04:15 PM,LAWRN,231
"Ethcl Dil Balnc Cost,Risk,Sch",TuTh,04:00 PM-05:15 PM,LAWRN,231
Mastrpcs Of Renaissnc Li,MoWe,04:30 PM-05:45 PM,LAWRN,231
Writing For The Public,Th,06:00 PM-08:30 PM,LAWRN,231
Imagining Social Justice,We,06:00 PM-08:30 PM,LAWRN,231
Product Realization,Tu,06:00 PM-08:35 PM,LAWRN,231
Product Realization,Tu,06:00 PM-08:35 PM,LAWRN,231
Product Realization,Tu,06:00 PM-08:35 PM,LAWRN,231
Product Realization,Tu,06:00 PM-08:35 PM,LAWRN,231
Product Realization,Tu,06:00 PM-08:35 PM,LAWRN,231
Imagining Social Justice,MoWeFr,09:00 AM-09:50 AM,LAWRN,231
Narrative And Technology,MoWeFr,10:00 AM-10:50 AM,LAWRN,231
Peacemaking & Peacekeeping,TuTh,01:00 PM-02:15 PM,LAWRN,232
Visual Literacy,Sa,01:00 PM-04:00 PM,LAWRN,232
Your Career Success,Th,03:30 PM-04:45 PM,LAWRN,232
Physical Chemistry 2,TuTh,06:00 PM-07:15 PM,LAWRN,232
Your Career Success,Mo,06:30 PM-07:45 PM,LAWRN,232
Your Career Success,Mo,09:30 AM-10:45 AM,LAWRN,232
Physical Chemistry 2,TuTh,09:30 AM-10:45 AM,LAWRN,232
Your Career Success,We,09:30 AM-10:45 AM,LAWRN,232
Writing For The Public,TuTh,11:00 AM-12:15 PM,LAWRN,232
Your Career Success,We,11:00 AM-12:15 PM,LAWRN,232
Narrative And Technology,TuTh,01:00 PM-02:15 PM,LAWRN,233
Writing For The Public,MoWe,03:00 PM-04:15 PM,LAWRN,233
Survival Analysis,TuTh,04:00 PM-05:15 PM,LAWRN,233
"Music, Arts, And Conflic",Mo,06:00 PM-08:30 PM,LAWRN,233
Social Perception & Cognition,Tu,06:00 PM-08:30 PM,LAWRN,233
Introduction To Data Science,TuTh,09:30 AM-10:45 AM,LAWRN,233
Introduction To Data Science,TuTh,09:30 AM-10:45 AM,LAWRN,233
Business Law,MoWe,05:00 PM-06:15 PM,MERVS,104
Strategic Cost Managemen,MoWe,12:30 PM-01:45 PM,MERVS,104
Individual Tax Acct & Planning,TuTh,08:00 AM-09:15 AM,MERVS,114
Int'L Econ For Managr,MoWe,09:30 AM-10:45 AM,MERVS,114
Individual Tax Acct & Planning,TuTh,09:30 AM-10:45 AM,MERVS,114
Strategic Cost Managemen,MoWe,11:00 AM-12:15 PM,MERVS,114
Financial Statement Analysis,TuTh,11:00 AM-12:15 PM,MERVS,114
Sports Managemen,TuTh,11:00 AM-12:15 PM,MERVS,115
Accounting Information Systems,MoWe,02:00 PM-03:15 PM,MERVS,201
Financial Modeling,TuTh,02:00 PM-03:15 PM,MERVS,201
Financial Modeling,TuTh,03:30 PM-04:45 PM,MERVS,201
Fixed-Income Securities,MoWe,05:00 PM-06:15 PM,MERVS,201
Inf Techn Syms Supply Chains,TuTh,05:00 PM-06:15 PM,MERVS,201
Capital Markets,Tu,06:30 PM-09:00 PM,MERVS,201
Accounting Information Systems,MoWe,09:30 AM-10:45 AM,MERVS,201
Markets And Trading,MoWe,11:00 AM-12:15 PM,MERVS,201
Accounting Information Systems,MoWe,12:30 PM-01:45 PM,MERVS,201
Capital Markets,TuTh,12:30 PM-01:45 PM,MERVS,201
Investment Managemen,MoWe,02:00 PM-03:15 PM,MERVS,209
Operations Managemen,TuTh,02:00 PM-03:15 PM,MERVS,209
Human Resources Managemen,TuTh,03:30 PM-04:45 PM,MERVS,209
Cost Accounting,MoWe,04:00 PM-05:15 PM,MERVS,209
Financial Accounting,Tu,06:30 PM-09:00 PM,MERVS,209
Small Business Managemen,We,06:30 PM-09:00 PM,MERVS,209
Investment Managemen,MoWe,09:30 AM-10:45 AM,MERVS,209
Mgrl Ethics & Stakeholder Mg,TuTh,09:30 AM-10:45 AM,MERVS,209
Investment Managemen,MoWe,11:00 AM-12:15 PM,MERVS,209
Information Systems Ethics,TuTh,11:00 AM-12:15 PM,MERVS,209
Project Managemen,TuTh,12:30 PM-01:45 PM,MERVS,209
Fundamntls Of Bus Communictn,TuTh,02:00 PM-03:15 PM,MERVS,00B60
Fundamntls Of Bus Communictn,TuTh,08:00 AM-09:15 AM,MERVS,00B60
Fundamntls Of Bus Communictn,TuTh,09:30 AM-10:45 AM,MERVS,00B60
Fundamntls Of Bus Communictn,MoWe,11:00 AM-12:15 PM,MERVS,00B60
Fundamntls Of Bus Communictn,TuTh,11:00 AM-12:15 PM,MERVS,00B60
Fundamntls Of Bus Communictn,TuTh,12:30 PM-01:45 PM,MERVS,00B60
Strategic Managemen,MoWe,02:00 PM-03:15 PM,MERVS,00B75
Strategic Managemen,MoWe,03:30 PM-04:45 PM,MERVS,00B75
Strategic Managemen,TuTh,03:30 PM-04:45 PM,MERVS,00B75
Strategic Managemen,Mo,06:30 PM-09:00 PM,MERVS,00B75
Strategic Managemen,MoWe,09:30 AM-10:45 AM,MERVS,00B75
Service Learning Organizations,TuTh,09:30 AM-10:45 AM,MERVS,00B75
Strategic Managemen,MoWe,11:00 AM-12:15 PM,MERVS,00B75
Intermedt Financl Reporting 1,TuTh,11:00 AM-12:15 PM,MERVS,00B75
Strategic Managemen,MoWe,12:30 PM-01:45 PM,MERVS,00B75
Intermedt Financl Reporting 1,TuTh,12:30 PM-01:45 PM,MERVS,00B75
Public Speaking,TuTh,02:30 PM-03:45 PM,MERVS,0118D
Fundamntls Of Bus Communictn,MoWe,03:30 PM-04:45 PM,MERVS,0118D
Grk Tragedies & Mod Responses,TuTh,04:00 PM-05:15 PM,MERVS,0118D
Fundamntls Of Bus Communictn,MoWe,05:00 PM-06:15 PM,MERVS,0118D
Tec-Enabled Bus Transformation,Mo,06:30 PM-09:00 PM,MERVS,0118D
Fundamntls Of Bus Communictn,MoWe,09:30 AM-10:45 AM,MERVS,0118D
Corporate Entrepreneurship,TuTh,09:30 AM-10:45 AM,MERVS,0118D
Projects In Marketing,TuTh,12:30 PM-01:45 PM,MERVS,0118D
Fundamntls Of Bus Communictn,MoWe,02:00 PM-03:15 PM,MERVS,0118E
Mgrl Ethics & Stakeholder Mg,TuTh,02:00 PM-03:15 PM,MERVS,0118E
Tec-Enabled Bus Transformation,MoWe,03:30 PM-04:45 PM,MERVS,0118E
Mgrl Ethics & Stakeholder Mg,TuTh,03:30 PM-04:45 PM,MERVS,0118E
Database Managemen,MoWe,05:00 PM-06:15 PM,MERVS,0118E
Mgrl Ethics & Stakeholder Mg,TuTh,05:00 PM-06:15 PM,MERVS,0118E
Electronic Commerce,Th,06:30 PM-09:00 PM,MERVS,0118E
Strategic Cost Managemen,We,06:30 PM-09:00 PM,MERVS,0118E
Strategic Cost Managemen,We,06:30 PM-09:00 PM,MERVS,0118E
Organizational Behavior,TuTh,09:30 AM-10:45 AM,MERVS,0118E
Revenue Managemen,MoWe,11:00 AM-12:15 PM,MERVS,0118E
Organizational Behavior,TuTh,11:00 AM-12:15 PM,MERVS,0118E
Fundamntls Of Bus Communictn,MoWe,12:30 PM-01:45 PM,MERVS,0118E
Mgrl Ethics & Stakeholder Mg,TuTh,12:30 PM-01:45 PM,MERVS,0118E
Field And Lab Methods,We,12:00 PM-02:20 PM,MUSIC,114
Electronic & Computer Music 2,We,04:00 PM-06:25 PM,MUSIC,117
Basc Musicianship: Class Piano,MoWeFr,01:00 PM-01:50 PM,MUSIC,121
Basc Musicianship: Class Piano,TuTh,01:30 PM-02:45 PM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,03:00 PM-03:50 PM,MUSIC,121
Basc Musicianship: Class Piano,TuTh,03:00 PM-04:15 PM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,04:00 PM-04:50 PM,MUSIC,121
Basc Musicianship: Class Piano,TuTh,04:30 PM-05:45 PM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,05:00 PM-05:50 PM,MUSIC,121
Fundamentals Of Western Music,MoWe,06:00 PM-07:15 PM,MUSIC,121
Fundamentals Of Western Music,TuTh,06:00 PM-07:15 PM,MUSIC,121
Fundamentals Of Western Music,MoWe,07:30 PM-08:45 PM,MUSIC,121
Basc Musicianship: Class Piano,TuTh,07:30 PM-08:45 PM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,08:00 AM-08:50 AM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,09:00 AM-09:50 AM,MUSIC,121
Basc Musicianship: Class Piano,TuTh,09:00 AM-10:15 AM,MUSIC,121
Fundamentals Of Western Music,MoWeFr,10:00 AM-10:50 AM,MUSIC,121
Fundamentals Of Western Music,TuTh,10:30 AM-11:45 AM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,11:00 AM-11:50 AM,MUSIC,121
Basc Musicianship: Class Piano,TuTh,12:00 PM-01:15 PM,MUSIC,121
Basc Musicianship: Class Piano,MoWeFr,12:00 PM-12:50 PM,MUSIC,121
Theory 2,MoWeFr,02:00 PM-02:50 PM,MUSIC,123
Music In Africa,Tu,02:00 PM-04:20 PM,MUSIC,123
Histry Of West Musc Since 1750,MoWe,03:00 PM-04:15 PM,MUSIC,123
History Of Jazz,Mo,06:00 PM-08:30 PM,MUSIC,123
History Of Jazz,Mo,06:00 PM-08:30 PM,MUSIC,123
Theory 2,MoWeFr,09:00 AM-09:50 AM,MUSIC,123
Theory 2,MoWeFr,10:00 AM-10:50 AM,MUSIC,123
Musicianship 1,TuTh,10:00 AM-10:50 AM,MUSIC,123
Theory 4,MoWeFr,11:00 AM-11:50 AM,MUSIC,123
Musicianship 2,TuTh,11:00 AM-11:50 AM,MUSIC,123
Intro To Western Art Music,Sa,01:00 PM-04:00 PM,MUSIC,132
Music In North America,MoWe,02:00 PM-03:15 PM,MUSIC,132
Women & Music Cros-Cultl Persp,Tu,03:00 PM-05:25 PM,MUSIC,132
Jazz Ensemble,MoWe,04:30 PM-05:45 PM,MUSIC,132
Jazz Improvisation 2,TuTh,09:00 AM-10:15 AM,MUSIC,132
Jazz Improv 2,TuTh,09:00 AM-10:15 AM,MUSIC,132
"Music, Culture & Technology",MoWe,10:00 AM-11:15 AM,MUSIC,132
"Music, Culture & Technology",MoWe,10:00 AM-11:15 AM,MUSIC,132
Musicianship 2,TuTh,11:00 AM-11:50 AM,MUSIC,132
Music In Latin America,MoWe,12:00 PM-01:15 PM,MUSIC,132
Music In Latin America,MoWe,12:00 PM-01:15 PM,MUSIC,132
Intro To Historical Musicology,Tu,01:30 PM-03:50 PM,MUSIC,302
Seminar In 20th Century Music,Mo,02:00 PM-04:20 PM,MUSIC,302
Musicology Seminar,We,02:00 PM-04:20 PM,MUSIC,302
Musical Analysis,We,03:00 PM-05:30 PM,MUSIC,302
Ethnomusicology Seminar,We,09:00 AM-11:20 AM,MUSIC,302
Music And Communication,Tu,11:00 AM-01:20 PM,MUSIC,302
Music Since 1945,We,11:30 AM-01:50 PM,MUSIC,302
Seminar In Music Since 1945,We,11:30 AM-01:50 PM,MUSIC,302
Mathmtl Prob Bus/Indust/Gvrn,MoWeFr,02:00 PM-02:50 PM,OEH,300
Greco-Roman Religions,MoWe,03:00 PM-04:15 PM,OEH,300
Comparative European History,MoWe,03:00 PM-04:15 PM,OEH,300
Greco-Roman Religions,MoWe,03:00 PM-04:15 PM,OEH,300
First Experiences In Research,We,05:00 PM-05:50 PM,OEH,300
Deviance And Social Control,We,06:00 PM-08:30 PM,OEH,300
Seminar: Latin America,TuTh,11:00 AM-12:15 PM,OEH,300
Cognitive Psychology Lab,MoWe,10:00 AM-11:25 AM,OEH,303
Topcs In Advncd Rsrch Methds,TuTh,10:30 AM-11:45 AM,OEH,303
Cognitive Psychology Lab,TuTh,12:00 PM-01:25 PM,OEH,303
Advancd Scientific Computing 4,MoWeFr,01:00 PM-01:50 PM,OEH,316
Physics Of The Human Body 2,We,03:00 PM-03:50 PM,OEH,316
First Experiences In Research,We,05:00 PM-05:50 PM,OEH,316
Numerical Math: Linear Algebra,MoWeFr,10:00 AM-10:50 AM,OEH,316
The Short Story,TuTh,11:00 AM-12:15 PM,OEH,316
Clincal Psych Research Methods,MoWe,12:00 PM-01:25 PM,OEH,621
The Planets,MoWe,03:00 PM-03:50 PM,PUBHL,00G23
Hlth Polc & Mgt In Publc Hlth,Tu,09:00 AM-11:55 AM,PUBHL,00G23
Public Speaking,Tu,06:00 PM-08:30 PM,PUBHL,0A522
Organizational Communication,MoWe,03:00 PM-04:15 PM,PUBHL,0A719
Calculus For Business 2,TuTh,06:00 PM-07:15 PM,PUBHL,0A719
"The Atmosphere, Oceans & Clmte",MoWe,10:00 AM-10:50 AM,PUBHL,0A719
Intro To Information Systems,MoWe,02:00 PM-03:15 PM,SENSQ,2200
Intro To Information Systems,MoWe,03:30 PM-04:45 PM,SENSQ,2200
Consumer Behavior,TuTh,03:30 PM-04:45 PM,SENSQ,2200
Six Sigma,MoWe,05:00 PM-06:15 PM,SENSQ,2200
Principles Of Selling,TuTh,05:00 PM-06:15 PM,SENSQ,2200
Principles Of Selling,TuTh,05:00 PM-06:15 PM,SENSQ,2200
Sales Force Managemen,Th,06:30 PM-09:00 PM,SENSQ,2200
Intro To Information Systems,Tu,06:30 PM-09:00 PM,SENSQ,2200
Financial Accounting,We,06:30 PM-09:00 PM,SENSQ,2200
Financial Accounting,We,06:30 PM-09:00 PM,SENSQ,2200
Purchasing & Supply Managemen,MoWe,08:00 AM-09:15 AM,SENSQ,2200
Purchasing & Supply Managemen,MoWe,09:30 AM-10:45 AM,SENSQ,2200
International Finance,TuTh,11:00 AM-12:15 PM,SENSQ,2200
Projects In Marketing,TuTh,12:30 PM-01:45 PM,SENSQ,2200
Product Developmnt & Mgmn,MoWe,02:00 PM-03:15 PM,SENSQ,2300
Product Developmnt & Mgmn,MoWe,03:30 PM-04:45 PM,SENSQ,2300
Strategic Managemen,TuTh,03:30 PM-04:45 PM,SENSQ,2300
Services Marketing,MoWe,05:00 PM-06:15 PM,SENSQ,2300
Social Entrepreneurship,TuTh,05:00 PM-06:15 PM,SENSQ,2300
Financial Statement Analysis,Mo,06:30 PM-09:00 PM,SENSQ,2300
Financial Statement Analysis,Mo,06:30 PM-09:00 PM,SENSQ,2300
Advanced Financial Accounting,Th,06:30 PM-09:00 PM,SENSQ,2300
It Arch & Platforms,Tu,06:30 PM-09:00 PM,SENSQ,2300
Intermedt Financl Reporting 2,We,06:30 PM-09:00 PM,SENSQ,2300
Intermedt Financl Reporting 2,We,06:30 PM-09:00 PM,SENSQ,2300
Employment And Labor Relations,MoWe,08:00 AM-09:15 AM,SENSQ,2300
Data Mining,Th,08:00 AM-09:15 AM,SENSQ,2300
Managerial Economics,MoWe,09:30 AM-10:45 AM,SENSQ,2300
Managerial Economics,MoWe,11:00 AM-12:15 PM,SENSQ,2300
Corporate Finance,TuTh,11:00 AM-12:15 PM,SENSQ,2300
Hr Strategy & Planning,MoWe,12:30 PM-01:45 PM,SENSQ,2300
Corporate Finance,TuTh,12:30 PM-01:45 PM,SENSQ,2300
Quantitative Methods,MoWe,02:00 PM-03:15 PM,SENSQ,2400
Managerial Accounting,TuTh,02:00 PM-03:15 PM,SENSQ,2400
Quantitative Methods,MoWe,03:30 PM-04:45 PM,SENSQ,2400
Managerial Accounting,TuTh,03:30 PM-04:45 PM,SENSQ,2400
Quantitative Methods,MoWe,05:00 PM-06:15 PM,SENSQ,2400
Managing In Complx Environmnts,TuTh,05:00 PM-06:15 PM,SENSQ,2400
Managerial Accounting,Th,06:30 PM-09:00 PM,SENSQ,2400
Managerial Accounting,Th,06:30 PM-09:00 PM,SENSQ,2400
Managing In Complx Environmnts,Tu,06:30 PM-09:00 PM,SENSQ,2400
Intermedt Financl Reporting 1,We,06:30 PM-09:00 PM,SENSQ,2400
Intermedt Financl Reporting 1,We,06:30 PM-09:00 PM,SENSQ,2400
Project Managemen,Mo,06:30 PM-09:15 PM,SENSQ,2400
Introduction To Finance,MoWe,08:00 AM-09:15 AM,SENSQ,2400
Introduction To Finance,MoWe,09:30 AM-10:45 AM,SENSQ,2400
Managing In Complx Environmnts,TuTh,09:30 AM-10:45 AM,SENSQ,2400
Introduction To Marketing,MoWe,11:00 AM-12:15 PM,SENSQ,2400
Managing In Complx Environmnts,TuTh,11:00 AM-12:15 PM,SENSQ,2400
Introduction To Marketing,MoWe,12:30 PM-01:45 PM,SENSQ,2400
Managerial Accounting,TuTh,12:30 PM-01:45 PM,SENSQ,2400
Consumer Behavior,TuTh,02:00 PM-03:15 PM,SENSQ,2500
Futures And Options,MoWe,03:30 PM-04:45 PM,SENSQ,2500
Efficiency Of Capital Markets,MoWe,05:00 PM-06:15 PM,SENSQ,2500
Glbl Strategy & Compv Advntg,TuTh,05:00 PM-06:15 PM,SENSQ,2500
Managerial Economics,Mo,06:30 PM-09:00 PM,SENSQ,2500
Retail Managemen,Th,06:30 PM-09:00 PM,SENSQ,2500
Organizational Behavior,Tu,06:30 PM-09:00 PM,SENSQ,2500
Futures And Options,We,06:30 PM-09:00 PM,SENSQ,2500
Intermedt Financl Reporting 2,TuTh,08:00 AM-09:15 AM,SENSQ,2500
Intermedt Financl Reporting 2,MoWe,09:30 AM-10:45 AM,SENSQ,2500
Intermedt Financl Reporting 2,MoWe,11:00 AM-12:15 PM,SENSQ,2500
Advanced Corporate Finance,MoWe,12:30 PM-01:45 PM,SENSQ,2500
Consumer Behavior,TuTh,12:30 PM-01:45 PM,SENSQ,2500
Clin Psychopathology Assessmn,Th,09:00 AM-11:50 AM,SENSQ,3811
Ethics & Professional Issues 1,Tu,10:00 AM-11:55 AM,SENSQ,3811
Topics In Social Psychology,Tu,01:00 PM-03:25 PM,SENSQ,4117
Research Child Psychopathology,Th,02:00 PM-04:50 PM,SENSQ,4117
Foundations Of Social Psy,We,02:30 PM-04:50 PM,SENSQ,4117
Topics In Psychology,Tu,01:00 PM-03:50 PM,SENSQ,4125
Clinical Program Research Sem,Fr,12:00 PM-12:55 PM,SENSQ,4127
Dvlpmntl Psy: Socl Developmn,Tu,03:00 PM-05:50 PM,SENSQ,4401
Honors Thesis/Majors,Th,05:00 PM-05:50 PM,SENSQ,4401
Project Studio,Fr,01:00 PM-01:50 PM,SENSQ,5129
Software Quality Assurance,MoWe,01:00 PM-02:15 PM,SENSQ,5129
Database Management Systems,TuTh,02:30 PM-03:45 PM,SENSQ,5129
Intro To Compiler Design,MoWe,03:00 PM-04:15 PM,SENSQ,5129
Intro To Compiler Design,MoWe,03:00 PM-04:15 PM,SENSQ,5129
Intro To Machine Learning,TuTh,04:00 PM-05:15 PM,SENSQ,5129
Intro To Computer Architecture,MoWe,04:30 PM-05:45 PM,SENSQ,5129
Intro To Computer Architecture,MoWe,04:30 PM-05:45 PM,SENSQ,5129
Intrmedt Progrmming Using Java,MoWe,06:00 PM-07:15 PM,SENSQ,5129
Intrmedt Progrmming Using Java,MoWe,06:00 PM-07:15 PM,SENSQ,5129
